Food,Associativity,Region,Type,Category,Allergy,Serving,Total Weight (gms),Energy(kcal),Proteins,Carbohydrates,Fats,Fiber,Carbon Footprint(kg CO2e),Ingredients
Detox salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,2 medium bowl,610,154,10,8,9,8,0.2595,Spinach-500 gms; CUCUMBER-0.5 gms; carrot-5 gms; Avocado-25 gms; Sunflower seeds-15 gms; PUMPKIN SEED-15 gms; Lemon-15 gms; Common salt-15 gms; Black pepper-15 gms
Mint salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 medium bowl,273,43,3,5,0,6,0.2426,Mint leaves-62 gms; CUCUMBER-62 gms; Tomato-120 gms; Lemon-15 gms; Common salt-7 gms; Black pepper-7 gms
Carrot Soup,0,Continental,Appetizer,Veg,no-allergies,1 medium bowl,291,107,5,18,1,8,0.3232,carrot-60 gms; Onion-60 gms; Tomato-120 gms;Garlic-1 gms; Common salt-15 gms; Black pepper-15 gms;Parsley-5 gms; Cumin seeds-15 gms
Peas soup,0,Continental,Appetizer,Veg,no-allergies,2 medium bowl,350,133,9,17,3,9,0.3618,Peas-250 gms; Onion-50 gms; Garlic-1 gms; Common salt-15 gms; Black pepper-15 gms;Mint leaves-4 gms; Olive oil-15 gms
Tomato soup,0,Continental,Appetizer,Veg,no-allergies,2 medium bowl,163,29,1,6,0,2,0.1677,Tomato-60 gms; carrot-20 gms; Onion-50 gms;Garlic-1 gms; Common salt-15 gms; Black pepper-15 gms; Cinnamon-1 gms;  Ginger-1 gms
Chicken rice soup,0,Continental,"Lunch,Dinner",Non-veg,no-allergies,6 cup,1572,264,31,14,8,2,2.8657,carrot-300 gms; Celery-300 gms; Common salt-15 gms; Parsley-7 gms; Olive oil-15 gms; Rice-300 gms; Onion-160 gms; Garlic-30 gms; Chicken Broth-230 gms; Black Pepper-15 gms; Chicken-200 gms
Baingan Bharta,2,"North,East,West",Dry Curry,Veg,no-allergies,1 small bowl,286,332,6,40,16,19,0.357,Onion-50 gms ; Tomato-20 gms; Chillies 2 gms; Cumin seeds-7 gms; Common salt-15 gms; Cooking oil-15 gms; Ginger-10 gms; Coriander Leaves-15 gms; Brinjal-100 gms ; Turmeric powder-15 gms; Coriander Powder-15 gms; Red chilli Powder-7 gms; Garam Masala-15 gms
Bharwa Baigan,2,"North,East,West",Dry Curry,Veg,no-allergies,1 small bowl,248,214,2,10,17,7,0.1932,Turmeric powder-7 gms; Cumin seeds-7 gms; Common salt-15 gms; Cooking oil-15 gms; Coriander leaves-30 gms; MANGO POWDER-7 gms; Mustard seeds-7 gms; Curry leaves-10 gms; Brinjal-150 gms
Bharwa Tinda,2,"North,East,West",Dry Curry,Veg,no-allergies,1 medium bowl,203,75,2,5,4,4,0.1427,BOTTLE GOURD-120 gms; Cumin seeds-7 gms; Common salt-15 gms; Cooking oil-7 gms; Coriander leaves-30 gms; MANGO POWDER-7 gms; Mustard seeds-7 gms; Curry leaves-10 gms
Bhindi,2,"North,East,West",Dry Curry,Veg,no-allergies,1 medium katori,493,243,8,28,10,17,0.3431,Ladies finger-250 gms; Cooking oil-7 gms; Cumin seeds-15 gms; Onion-180 gms; Common salt-15 gms; Coriander leaves-4 gms; MANGO POWDER-7 gms; Coriander Powder-15 gms
Green Beans Aloo,2,"North,East,West",Dry Curry,Veg,no-allergies,2 small bowl,511,106,5,20,1,6,0.4656,Beans-250 gms; POTATO-100 gms ; Cumin seeds-15 gms; Onion ; Tomato-120 gms; Turmeric powder-7 gms; Common salt-15 gms; Coriander leaves-4 gms
Karela Vegetable,2,"North,South,East,West",Dry Curry,Veg,no-allergies,2 small bowl,65,114,2,6,9,2,0.1485,Karela-3 medium; Cooking oil-15 gms; Onion-1 gms; Cumin seeds-15 gms; Mustard seeds-7 gms; Turmeric powder-7 gms; Common salt-15 gms; Coriander leaves-5 gms
Methi Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,2 medium bowl,692,214,11,15,11,14,0.308,Fenugreek leaves-500 gms; Onion-125 gms; Cooking oil-15 gms; Cumin seeds-7 gms; Mustard seeds-7 gms; Asafoetida-4 gms;Garlic-4 gms; Common salt-15 gms; Coriander leaves-15 gms
Palak Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,2 small bowl,769,148,6,9,9,7,0.4564,Spinach-500 gms; Onion-100 gms; Tomato-120 gms; Garlic-2 gms; Cumin seeds-7 gms; Common salt-15 gms; Cooking oil-15 gms; Ginger-10 gms
Broccoli Vegetable,2,"North,South,East,West",Dry Curry,Veg,no-allergies,1 medium katori,134,33,2,6,0,2,0.0872,Onion-100 gms; Garlic-2 gms; Common salt-15 gms; Black pepper-15 gms; Lemon-2 gms
Bell Peppers Vegetable,2,"North,South,East,West",Dry Curry,Veg,no-allergies,1 small bowl,415,118,8,18,1,11,0.545,Capsicum-180 gms; Onion-70 gms;Garlic-10 gms; Tomato-120 gms; Common salt-15 gms; Black pepper-15 gms; Basil-5 gms
Capsicum Vegetable,2,"North,South,East,West",Dry Curry,Veg,no-allergies,1 small bowl,503,357,5,12,31,8,0.7141,Capsicum-200 gms; Onion-100 gms; Tomato-120 gms; Garlic-20 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Common salt-15 gms; Cooking oil-30 gms; Coriander leaves-4 gms
Cabbage Matar Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,1 small bowl,681,332,20,49,5,12,0.4248,CABBAGE-500 gms; Peas-125 gms; Onion-1 gms; Garlic-2 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Common salt-15 gms; Cooking oil-15 gms; Coriander leaves-4 gms; Ginger-5 gms
Aloo Gobhi Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,2 small bowl,230,89,2,8,5,3,0.242,POTATO-50 gms; Cauliflower-100 gms; Turmeric powder-15 gms; Common salt-15 gms; Mustard oil-30 gms; Coriander leaves-15 gms; Ginger-5 gms1
Aloo Matar Vegetable,2,"North,East,West",Dry Curry,Veg,no-allergies,2 small bowl,495,180,9,24,6,6,0.4545,POTATO-150 gms; Peas-250 gms; Onion; Coriander leaves-15 gms; Cumin seeds-15 gms; Mustard oil-30 gms; Turmeric powder-15 gms; Common salt-15 gms; Ginger-5 gms
Aloo Matar Gravy,2,"North,East,West",Dry Curry,Veg,no-allergies,2 small bowl,815,244,11,36,6,9,0.846,POTATO-150 gms ; Peas-250 gms; Onion-20 gms; Tomato-320 gms; Turmeric powder-15 gms; Mustard oil-30 gms; Coriander leaves-15 gms; Common salt-15 gms
BAKED BROCCOLI (NO WHITE SAUCE),0,Continental,"Lunch,Dinner",Veg,no-allergies,1 small bowl,395,643,6,23,58,11,0.303,Broccoli-350 gms; Olive oil-30 gms; Garlic-15 gms
BAKED CAULIFLOWER (NO WHITE SAUCE),0,Continental,"Lunch,Dinner",Veg,no-allergies,1 small bowl,145,74,2,3,5,4,0.214,Cauliflower-100 gms; Common salt-15 gms; Olive oil-15 gms; Garlic Powder-15 gms
BAKED MIX VegETABLES (WITH TOMATO SAUCE),0,Continental,"Lunch,Dinner",Veg,no-allergies,1 small bowl,1013,375,14,53,10,20,0.7293,Beans-62 gms; Peas-62 gms; carrot-62 gms; Zucchini-62 gms; Garlic-10 gms; Common salt-15 gms; Broccoli-350 gms; Onion-125 gms; Olive oil-15 gms; Tomato-250 gms
BAINGAN ALOO VegETABLE,2,"North,East,West",Dry Curry,Veg,no-allergies,1 medium katori,135,232,4,27,10,6,0.1735,POTATO-50 gms ; Brinjal-15 gms; Ginger-5 gms; Turmeric powder-15 gms; Mustard oil-30 gms; Coriander leaves-15 gms; Common salt-0.5 gms
BAINGAN MATAR VegETABLE,2,"North,East,West",Dry Curry,Veg,no-allergies,1 medium katori,279,237,8,23,10,9,0.3816,Brinjal-15 gms; Peas-62 gms; Ginger-7 gms; Onion; Tomato-120 gms; Turmeric powder-15 gms; Mustard oil-30 gms; Coriander leaves-15 gms; Common salt-15 gms
CHHOTI ELAICHI WATER,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,3,0,0,0,0,0,0.0105,Cardamom-3 gms
CINNAMON WATER,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,6,0,0,0,0,0,0.021,Cinnamon-6 gms
KHICHDI (BASMATI RICE),5,"North,South,East,West","Lunch,Dinner",Veg,no-allergies,1 medium katori,324,320,91,780,1,15,0.9705,Rice-200 gms; Gram dal-80 gms; Turmeric powder-7 gms; Cumin seeds-7 gms; Cooking oil-15 gms; Common salt-15 gms
KHICHDI (BROWN RICE),5,"North,South,East,West","Lunch,Dinner",Veg,no-allergies,1 medium katori,299,887,34,164,3,16,0.8705,Rice-175 gms; Gram dal-80 gms; Turmeric powder-7 gms; Cumin seeds-7 gms; Cooking oil-15 gms; Common salt-15 gms
BLACK CHANNA RASEDAR,2,South,Dry Curry,Veg,no-allergies,1 medium katori,634,920,56,120,5,53,0.612,Black gram-250 gms; Onion-200 gms; Tomato-120 gms; Chillies-15 gms; Turmeric powder-4 gms; Coriander leaves-15 gms; Cooking oil-15 gms; Common salt-15 gms
BLACK CHANNA (dry),0,South,Snacks,Veg,no-allergies,1 medium katori,355,882,55,111,5,53,0.5125,Black gram-250 gms; Cumin seeds-15 gms; Chillies-15 gms; Ginger-15 gms; MANGO POWDER-15 gms; Coriander leaves-15 gms; Cooking oil-15 gms; Common salt-15 gms
DHANIYA CHUTNEY,7,"North,South,East,West,Continental","Appetizer,Snacks",Veg,no-allergies,2 tbsp,263,43,4,4,1,6,0.1019,Coriander leaves-250 gms; Garlic-1 gms; Ginger-1 slice; Lemon-0.5 gms; Common salt-7 gms
GREEN CHUTNEY,7,"North,South,East,West,Continental","Appetizer,Snacks",Veg,no-allergies,2 tbsp,340,60,6,5,1,8,0.1563,Coriander leaves-250 gms;Mint leaves-62 gms; Onion-0.5 medium; Ginger-1 gms; Chillies-1 slice; MANGO POWDER-7 gms; Lemon-0.5 gms; Common salt-15 gms
Overnight soaked oats,9,Continental,Breakfast,Veg,no-allergies,1 medium katori,354,308,11,19,21,2,0.725,Milk-200 gms; ALMOND-15 gms; BLACKBERRY-30 gms; Apple-100 gms; Walnut-9 gms
Tomato chutney,13,South,"Breakfast,Lunch,Dinner",Veg,no-allergies,2 tbsp,372,81,3,15,1,4,0.5307,Tomato-200 gms; Onion-100 gms; Chillies-15 gms;Garlic-2 gms; Mustard seeds-4 gms; Cumin seeds-4 gms; Gram dal-4 gms; Asafoetida-30 gms; Turmeric powder-4 gms; Common salt-4 gms; Ginger-5 gms
Chickpea Curry,"2,8","North,East,West","Dry Curry, Gravy",Veg,no-allergies,1 medium katori,381,134,6,15,5,9,0.365,Onion-95 gms; Tomato-90 gms; Cooking oil-7 gms; Cumin seeds-15 gms; Turmeric powder-4 gms; Common salt-15 gms; Coriander leaves-5 gms; Chickpeas-150 gms
Mix Vegetable Pulav,5,"North,East,West","Lunch,Dinner",Veg,no-allergies,1 medium katori,694,417,15,66,9,10,1.0216,carrot-125 gms; Peas-125 gms; Onion-125 gms; Tomato-125 gms; Cumin seeds-4 gms; Cooking oil-7 gms; Common salt-15 gms; Coriander leaves-4 gms; Chillies-4 gms; Garlic-0.5 gms; Ginger-0.5 gms; Rice-150 gms
Broccoli SALAD,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 medium bowl,110,123,6,13,6,7,0.0925,Lemon-5 ml; Common salt-15 gms; Black pepper-15 gms; Sunflower seeds-10 gms; Broccoli-70 gms
Bajra Dosa,14,South,Breakfast,Veg,no-allergies,1 medium,36,405,12,63,10,13,0.0741,Fenugreek seeds-15 gms; Common salt-15 gms; Cooking oil-5 gms; Bajra-1 gms
Parwal Aloo Vegetable,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,534,425,10,50,19,17,0.313,Parwal-250 gms; POTATO-150 gms; Cooking oil-15 gms; Cumin seeds-7 gms; ; Turmeric powder-7 gms; Chillies-15 gms; Common salt-15 gms; Coriander leaves-75 gms
Pyaaz Sabzi,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,331,331,7,34,17,9,0.2982,Onion-250 gms; Cooking oil-15 gms; Cumin seeds-7 gms; Mustard seeds-7 gms; Turmeric powder-7 gms; Chillies-15 gms; Coriander seeds-15 gms; Common salt-15 gms
Sarson Saag,2,"North,East,West",Dry Curry,Veg,no-allergies,1 medium,647,374,16,33,18,10,0.3777,MUSTARD LEAVES-250 gms; SPINACH-250 gms; Bathua leaves-50 gms; Ginger-1 gms;Garlic-6 gms; Maize-30 gms; Common salt-15 gms; Ghee-15 gms; Cumin seeds-15 gms; Chillies-15 gms
"Zucchini, asparagus, and bell peppers",0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium,347,237,7,13,16,13,0.3164,Zucchini-200 gms; Capsicum-100 gms; Cooking oil-15 gms;Garlic-2 gms; Common salt-15 gms; Black pepper-15 gms
Spring onions with bell peppers,0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium,354,125,10,15,1,20,0.3069,Onion-200 gms; Capsicum-100 gms; Garlic-2 gms; Common salt-15 gms; Black pepper-15 gms; Chillies-7 gms; Coriander leaves-15 gms
Steamed Broccoli,0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium bowl,123,180,11,28,3,16,0.1315,Garlic-1 gms; Common salt-15 gms; Lemon-7 gms; Chillies-30 gms; Broccoli-70 gms
Stuffed bell peppers,2,"North,South,East,West",Dry Curry,Veg,no-allergies,1 medium,517,573,22,66,22,25,0.6252,Capsicum-200 gms; POTATO-125 gms; Peas-125 gms; Onion-1 gms; Garlic-2 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Chillies-15 gms; Common salt-15 gms; Cooking oil-15 gms; Coriander leaves-5 gms
Stuffed Karela,2,"North,South,East,West",Dry Curry,Veg,no-allergies,1 medium katori,168,476,11,27,36,11,0.304,Karela-40 gms; Cooking oil-30 gms; Cumin seeds-15 gms; Asafoetida-7 gms; Turmeric powder-7 gms; Chillies-4 gms; Coriander seeds-15 gms; Common salt-15 gms; Coriander leaves-5 gms; Onion-30 gms
Turnip (Shalgum) Vegetable,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,434,344,6,34,20,12,0.3201,TURNIP-250 gms; Onion-100 gms;Garlic-2 gms; Ginger-1 gms; Cumin seeds-15 gms; Mustard seeds-7 gms; Turmeric powder-7 gms; Coriander seeds-15 gms; Chillies-7 gms; Common salt-15 gms; Cooking oil-15 gms
Pudina Chutney,7,"North,South,East,West,Continental","Appetizer,Snacks",Veg,no-allergies,1 tbsp,99,41,3,3,0,5,0.0417,Mint leaves-50 gms; Coriander leaves-25 gms; Chillies-2 gms; Lemon-10 gms; Common salt-7 gms; Ginger-3.5 gms
Upma,0,South,"Lunch,Dinner,Breakfast",Veg,no-allergies,1 medium,279,500,17,77,13,15,0.218,Semolina-80 gms; Cooking oil-10 gms;  Gram dal-7 gms; Curry leaves-8 gms; Chillies-2 gms; Onion-50 gms; carrot-50 gms; Peas-50 gms; Common salt-15 gms; Channa Dal-7 gms
Quinoa Chicken Soup,0,Continental,"Lunch,Dinner",Non-veg,no-allergies,1 medium bowl,257,417,29,40,15,10,0.6714,Chicken-80 gms; Quinoa-50 gms; carrot-50 gms; Celery-30 gms; Onion-10 gms; Garlic-2 gms; Cooking oil-5 gms; Common salt-15 gms; Black pepper-15 gms
Anjeer Water,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,50,0,0,0,0,0,0.0425,Fig-50 gms
Dhaniya Ajwain Jaw Water,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,55,14,1,1,1,2,0.0525,Coriander seeds-15 gms; Barley-0.25 gms; Water-15 gms
Tinda Vegetable (Gravy),2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,361,139,5,18,3,12,0.3518,Tinda-4 gms; Onion-180 gms; Tomato-120 gms; Cumin seeds-4 gms; Turmeric powder-7 gms; Chillies-15 gms; Coriander seeds-4 gms; Common salt-15 gms; Mustard oil-7 gms; Coriander leaves-5 gms
Baba Ganoush with Falafel,0,Continental,"Lunch,Dinner",Veg,no-allergies,2 tbsp,201,110,3,6,8,3,0.1965,Brinjal-100 gms;Garlic -2 gms; Lemon-4 gms; Cooking oil-15 gms; Cumin seeds-4 gms; Common salt-15 gms; Black pepper-15 gms;Parsley -4 gms; Onion-15 gms; Coriander leaves-15 gms; Mint leaves-4 gms; Coriander seeds-4 gms; Chillies-4 gms
GOBHI MATAR VegETABLE,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,657,213,11,23,6,16,0.6326,Cauliflower-250 gms; Peas-62 gms; Tomato-120 gms; Onion-90 gms; Ginger-20 gms; Cumin seeds-7 gms; Coriander seeds-4 gms; Turmeric powder-7 gms; Chillies-7 gms; Common salt-15 gms; Cooking oil-15 gms; CORIANDER LEAVES-60 gms
KASHMIRI BAINGAN,2,"North,East,West",Dry Curry,Veg,no-allergies,1 medium katori,535,110,2,10,5,3,0.4166,Brinjal-250 gms; Tomato-120 gms; Onion-90 gms; Ginger-1.5 gms; Garlic-1.5 gms; Cumin seeds-4 gms; Chillies-7 gms; Turmeric powder-4 gms; Cinnamon-4 gms; Cardamom-4 gms; Cloves-4 gms; Black PEPPER-4 gms; Cooking oil-15 gms; Common salt-15 gms; Coriander leaves -4 gms
KASHMIRI GOBHI,2,"North,East,West",Dry Curry,Veg,no-allergies,1 medium katori,573,245,6,14,16,11,0.5191,Cauliflower-250 gms; Tomato-120 gms; Onion-120 gms; Ginger-1.5 gms;Garlic-1.5 gms; Cumin seeds-0.25 gms; Chillies-7 gms; Turmeric powder-4 gms; Cinnamon-4 gms; Cardamom-4 gms; Cloves-4 gms; Black pepper-4 gms; Mustard oil-15 gms; Common salt-1 gms; Coriander leaves-5 gms
KASHMIRI PALAK,2,"North,East,West",Dry Curry,Veg,no-allergies,1 medium katori,450,154,5,14,7,8,0.3981,Spinach-250 gms; Tomato-120 gms; Onion-0.5 gms; Garlic-1.5 gms; Ginger-1.5 gms; Cumin seeds-4 gms; Chillies-7 gms; Turmeric powder-4 gms; Cinnamon-4 gms; Cardamom-4 gms; CLOVES-4 gms; Black PEPPER-4 gms; Mustard oil-15 gms; Common salt-15 gms; Coriander leaves -4 gms
Parwal,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,379,102,1,7,5,5,0.4981,Onion-120 gms; Tomato-120 gms; Ginger-80 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Chillies-4 gms; Coriander seeds-7 gms; Mustard oil-15 gms; Common salt-15 gms; Coriander leaves-4 gms
Mushroom Vegetable,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,297,162,7,9,9,9,0.5883,Mushroom-150 gms; Onion-90 gms; Ginger-1.5 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Chillies-4 gms; Coriander seeds-7 gms; Mustard oil-7 gms; Common salt-15 gms; Coriander leaves-5 gms
Muli Saag,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,212,178,6,14,7,14,0.1395,Radish leaves-150 gms; RADISH-0.5 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Chillies-4 gms; Coriander seeds-7 gms; Chillies-2 gms; Mustard oil-15 gms; Common salt-15 gms
Methi Aloo Vegetable,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,257,270,9,35,7,16,0.1995,Fenugreek leaves-100 gms; POTATO-100 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Chillies-4 gms; Coriander seeds-7 gms; Chillies-2 gms; Mustard oil-15 gms; Common salt-15 gms
Methi Gajar Vegetable,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,257,221,8,23,7,17,0.2095,Fenugreek leaves-100 gms; carrot-100 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Chillies-4 gms; Coriander seeds-7 gms; Chillies -2 gms; Mustard oil-15 gms; Common salt-15 gms
Veg Entree (Grilled),0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium,383,122,7,17,0,12,0.252,Garlic-2 gms; Common salt-15 gms; Black pepper-15 gms; Capsicum-90  gms; Onion-90 gms; Brinjal-123 gms; Mushroom-48 gms
Tomato Rice (White Rice),5,South,"Lunch,Dinner",Veg,no-allergies,1 medium katori,303,530,12,101,6,6,0.6382,Puffed rice-125 gms; Tomato-120 gms; Onion-1 gms; Turmeric powder-4 gms; Chillies-7 gms; Cumin seeds-7 gms; Mustard seeds-7 gms; Fenugreek seeds-7 gms; Curry leaves-3 gms; Cooking oil-15 gms; Common salt-7 gms
Moong Tikki,6,West,Snacks,Veg,no-allergies,3 number,201,94,5,13,2,2,0.1273,Dal dal-62 gms; POTATO-90 gms; Ginger-4 gms; Chillies-4 gms; Common salt-15 gms; Cumin seeds-4 gms; Lemon-7 gms; Cooking oil-15 gms
Kari-Patta Water,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,11,21,0,0,0,0,0.0075,Curry leaves-6 gms;Ajwain-5 gms
Dal Soup,0,"North,South,East,West",Appetizer,Veg,no-allergies,3 medium katori,374,48,2,6,1,2,0.4585,Onion-60 gms; Garlic-0.5 gms; Ginger-7 gms; Turmeric powder-4 gms; Cumin seeds-4 gms; Coriander seeds-4 gms; Common salt-15 gms; Black pepper-15 gms; Coriander leaves-5 gms; Olive oil-15 gms; Moong Dal-150 gms; Tomato -90 gms
Pumpkin Vegetable,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,333,111,3,13,4,3,0.1355,"PUMPKIN-250 gms; Mustard oil-7 gms; Mustard seeds-7 gms; Curry leaves-6 gms; Pomegranate, maroon seeds-15 gms; Common salt-15 gms; Turmeric powder-4 gms;Black Pepper-4 gms; Cumin seeds-0.25 gms"
Capsicum Potato Vegetable,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,315,126,1,14,5,6,0.3839,POTATO-90 gms; Capsicum-40 gms; Onion-0.5 gms; Tomato-120 gms; Mustard oil-15 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Chillies-7 gms; Common salt-15 gms; Parsley-4 gms; Coriander leaves-5 gms
Cauliflower Vegetable,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,328,94,6,9,1,13,0.1545,Cauliflower-250 gms; Onion-0.5 gms; Ginger-15 gms; Cumin seeds-7 gms; Coriander seeds-7 gms; Turmeric powder-4 gms; Common salt-15 gms; Black pepper-15 gms;Parsley-5 gms; Coriander leaves-5 gms
Drumstick Curry,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,182,44,0,5,0,4,0.2601,Drumstick-2 gms; Onion-0.5 gms; Tomato-120 gms)-1 small; Ginger-0.5 gms;Garlic-0.5 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Coriander seeds-7 gms; Chillies-4 gms; Common salt-15 gms; Coriander leaves-5 gms
Ganth Gobhi Vegetable (Lump Cabbage),2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,235,92,2,6,5,3,0.3232,Onion-15 gms;Garlic-1 gms; Cumin seeds-7 gms; Turmeric powder-4 gms; Coriander seeds-4 gms; Chillies-4 gms; Common salt-15 gms; Black pepper-15 gms; Coriander leaves-5 gms; CAULIFLOWER-150 gms; Olive oil-15 gms
Dry Matar Vegetable,2,"North,East,West,South",Dry Curry,Veg,no-allergies,1 medium katori,339,452,17,40,23,13,0.4198,Peas-250 gms; Onion-15 gms; Ginger-7 gms; Mustard oil-7 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Coriander seeds-7 gms; Chillies-4 gms; Common salt-15 gms; Coriander leaves-5 gms; Olive oil-15 gms
Beetroot Salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 small bowl,325,34,2,4,1,4,0.249,Beetroot-50 gms; CUCUMBER-25 gms; Onion-25 gms; Tomato-90 gms; carrot-50 gms; Lettuce Leaf-30 gms; Lemon-15 gms; Common salt-15 gms; Black pepper-15 gms; Parsley-5 gms; CORIANDER-5 gms
Bellpepper Salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 small bowl,950,153,11,17,3,18,1.408,Capsicum-750 gms; CUCUMBER-50 gms; Onion-25 gms; Tomato-90 gms; Common salt-15 gms; Black pepper-15 gms; Parsley-5 gms
Fresh Fruit Salad,0,"Continental,North,South,East,West",Breakfast,Veg,no-allergies,1 small bowl,464,313,9,32,16,5,0.23525,APPLE-100 gms; BANANA-59 gms; Mango-150 gms; Common salt-15 gms; PUMPKIN SEED-15 gms; Sunflower seeds-15 gms; Mint leaves-5 gms; Strawberry-30 gms; Pineapple-75 gms
Chicken soup,0,Continental,"Lunch,Dinner",Non-veg,no-allergies,1 small bowl,248,386,39,10,20,3,0.8119,Chicken-100 gms; carrot-60 gms; Celery-17 gms; Onion-1 gms; Garlic-10 gms; Common salt-15 gms; Black pepper-15 gms; Parsley-15 gms; Olive oil-15 gms
2 Pieces Stuffed idli,14,South,"Lunch,Dinner,Breakfast",Veg,no-allergies,2 number,424,386,14,73,4,7,0.7773,RICE-125 gms; Gram dal-62 gms; Common salt-15 gms; carrot-62 gms; Peas-62 gms; Beans-62 gms; Mustard seeds-4 gms; Cumin seeds-4 gms; Turmeric powder-4 gms; Chillies-4 gms; Cooking oil-15 gms; CORIANDER LEAVES-5 gms
HALDI WATER,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,4,4,0,1,0,0,0.014,Turmeric powder-4 gms
HONEY LEMON WATER,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,22,10,0,2,0,0,0.0109,Lemon-15 gms; HONEY-7 gms
JEERA AJWAIN WATER,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,20,35,1,1,1,2,0.057,Cumin seeds-15 gms; Ajwain-5 gms
Grilled Chicken Salad,0,Continental,Appetizer,Non-veg,no-allergies,1 small bowl,180,156,15,6,5,6,0.5192,Chicken-60 gms; Garlic-0.5 gms; Common salt-15 gms; Black pepper-15 gms; carrot-1 gms; Capsicum-20 gms; Lettuce Leaf-10 gms; Yoghurt-10 gms; Lemon-15 gms; Coriander leaves-20 gms; Mint leaves-2 gms; Cumin seeds-7 gms
TANDOORI CHICKEN (2 LEG & 2 BREAST),0,"North,East,West","Lunch,Dinner",Non-veg,no-allergies,2 medium,230,52,1,4,3,2,1.067,Chicken-150 gms; Lemon-15 gms; Ginger-10 gms; Garlic-10 gms; Cumin seeds-7 gms; Turmeric powder-4 gms; Chillies-4 gms; Common salt-15 gms; Cooking oil-15 gms
Mixed Fresh Fruit Juice,10,Continental,Beverages,Veg,no-allergies,2 glass,428,82,1,19,1,3,0.1955,ORANGE-150 gms; Apple-150 gms; Pear-89 gms; Ginger-24 gms; Lemon-15 gms
Shreded Chicken Dish,8,Continental,Gravy,Non-veg,no-allergies,1 medium bowl,705,298,21,36,6,11,1.112,Chicken-150 gms; Onion-250 gms; Zucchini-250 gms; Garlic-10 gms; Common salt-15 gms; Black pepper-15 gms; Lemon-15 gms
Black Rice (pulao),3,South,Lunch,Veg,no-allergies,1 medium katori,501,415,11,74,8,11,1.6874, carrot-1 gms; Peas-50 gms; Capsicum-50 gms; Cooking oil-15 gms; Turmeric powder-15 gms; Cumin seeds-15 gms; Coriander leaves-5 gms; Rice-350 gms
PULAO,3,"North,East,West",Lunch,Veg,no-allergies,1 medium katori,583,481,17,87,3,14,0.8182,Rice-62 gms; carrot-125 gms; Peas-125 gms; Capsicum-125 gms; Onion-1 gms; Tomato-90 gms; Ginger-2 gms; Garlic-2 gms; Cumin seeds-7 gms; Ghee-7 gms; Turmeric powder-5 gms; Coriander seeds-7 gms; Black pepper-5 gms; Common salt-15 gms; Coriander leaves-5 gms
